title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,combo,category
Men Blue Sandal,4.2,Men,Flipkart,599,472.0,67.0,257.0,116.0,52.0,16,31.0,0,False,sandal
Slip On For Women  (Black),5.0,Women,Flipkart,899,3.0,2.0,3.0,0.0,0.0,0,0.0,0,False,other
Combo Pack of 2 Latest Collection Stylish Loafers Sneakers Shoes For Women Sneakers For Women  (Multicolor),4.1,Women,Flipkart,998,112.0,25.0,64.0,21.0,12.0,9,6.0,1,True,sneaker
Mojaris For Men  (Black),3.7,Men,Flipkart,999,129.0,15.0,66.0,19.0,10.0,9,25.0,0,False,mojaris
Lace Up For Men  (Black),4.1,Men,Flipkart,999,115.0,14.0,72.0,16.0,11.0,4,12.0,1,False,other
Slides,3.9,Men,Flipkart,799,596.0,98.0,278.0,142.0,70.0,31,75.0,1,False,other
SocksFit Walking Shoes Running Shoes For Men  (Brown),4.0,Men,Flipkart,999,13207.0,1772.0,6489.0,2911.0,1857.0,734,1216.0,1,False,shoe
"Men Black, Grey Sandal",4.2,Men,Flipkart,675,46413.0,6229.0,26308.0,11106.0,4512.0,1545,2942.0,1,False,sandal
Extra Soft Running Shoes For Women  (Pink),4.1,Men,Flipkart,999,0.0,17.0,55.0,26.0,13.0,5,8.0,1,False,shoe
Women Copper Wedges Sandal,4.1,Women,Flipkart,999,943.0,146.0,505.0,206.0,115.0,50,65.0,1,False,sandal
Women Pink Heels Sandal,3.8,Women,Flipkart,999,1280.0,135.0,574.0,290.0,172.0,94,150.0,0,False,sandal
PRO-CAP-AW1014 Slip On For Men  (Brown),3.9,Men,Flipkart,1499,2722.0,379.0,1225.0,710.0,382.0,127,278.0,1,False,other
DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1699,366.0,34.0,196.0,83.0,36.0,18,33.0,1,False,shoe
Skechers Women's Flex Appeal 2.0 Sneakers,4.7,Women,Amazon,4814,2.0,1.0,2.0,2.0,4.0,13,79.0,1,False,sneaker
"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Bellies For Women  (Blue)",3.9,Women,Flipkart,499,3116.0,389.0,1508.0,625.0,461.0,195,324.0,0,False,bellie
Womens Formal Shoes Casual Belly for Womens Girls Synthetic Leather Office Shoes for Womens - Black_37 Bellies For Women  (Grey),3.7,Women,Flipkart,799,126.0,15.0,57.0,28.0,13.0,7,21.0,0,False,shoe
Women Black Flats Sandal,4.1,Men,Flipkart,499,346.0,63.0,187.0,65.0,60.0,13,21.0,1,False,sandal
Outdoor Soft Ultralight Foam Lace-ups Shoe with Alert Sole for Formal/ Party wear Shoes For Men (Brown) Lace Up For Men  (Brown),4.3,Men,Flipkart,1249,0.0,13.0,29.0,14.0,4.0,1,3.0,1,False,shoe
"Women SL-165 Navy Blue Pink Walking Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,999,400.0,54.0,225.0,109.0,35.0,9,22.0,1,False,shoe
Women Beige Wedges Sandal,4.0,Women,Flipkart,1499,1681.0,265.0,801.0,444.0,242.0,83,111.0,1,False,sandal
Latest morpankh Design Rajasthani Belly Juti for Women and Girls Bellies For Women  (White),4.0,Women,Flipkart,499,186.0,27.0,102.0,31.0,20.0,14,19.0,0,False,juti
Men White Sandal,4.0,Men,Flipkart,1999,7.0,0.0,4.0,1.0,1.0,0,1.0,0,False,sandal
Women Beige Handicraft Bellies For Women  (Beige),3.9,Women,Flipkart,900,818.0,121.0,389.0,193.0,105.0,44,87.0,1,False,bellie
Lace Up For Men  (Black),4.1,Men,Flipkart,3999,84.0,10.0,44.0,19.0,9.0,6,6.0,1,False,other
"Fashionable Durable Breathable Running shoes for boys | sports shoes for men | Latest Stylish Casual sport shoes for men | Lace up Lightweight Parrot shoes for running,jogging,training, walking, gym, trekking, hiking & party Running Shoes For Men  (Green)",4.2,Men,Flipkart,1193,1156.0,109.0,450.0,98.0,48.0,55,125.0,0,False,shoe
Women Pink Flats Sandal,3.9,Women,Flipkart,499,4988.0,629.0,2410.0,935.0,706.0,381,556.0,1,False,sandal
Ethnic Rajasthani Peshawari Pathani | nagra Juti Juttis Sandals Shoes Shoe Footwear for Men and Boys Latest Unique Design | Mens Boys Slip On For Men  (White),4.4,Men,Flipkart,1299,10.0,0.0,7.0,1.0,1.0,1,0.0,0,False,sandal
ELISE Women's Sneakers,4.1,Women,Amazon,397,205.0,77.0,9.0,4.0,8.0,23,56.0,0,False,sneaker
Women Pink Flats Sandal,4.1,Women,Flipkart,999,1035.0,141.0,596.0,194.0,113.0,40,92.0,1,False,sandal
Women Black Heels Sandal,3.9,Women,Flipkart,599,3047.0,438.0,1450.0,633.0,415.0,207,342.0,1,False,sandal
Women Black Flats Sandal,4.2,Women,Flipkart,699,2523.0,303.0,1297.0,720.0,290.0,84,132.0,1,False,sandal
Men Black Casual Sandal,3.6,Men,Flipkart,999,85.0,10.0,31.0,21.0,15.0,7,11.0,0,False,sandal
Walking Shoes For Men  (Grey),4.0,Men,Flipkart,999,14732.0,2244.0,7463.0,3412.0,1839.0,684,1334.0,1,False,shoe
Reck Wn s IDP Badminton Shoes For Women  (Black),4.3,Women,Flipkart,3999,72.0,8.0,42.0,16.0,9.0,3,2.0,1,False,shoe
Women Pink Heels Sandal,3.8,Women,Flipkart,999,1280.0,135.0,574.0,290.0,172.0,94,150.0,0,False,sandal
Jutis For Women  (White),3.9,Women,Flipkart,674,1000.0,119.0,378.0,185.0,238.0,114,163.0,0,False,juti
Jutis For Women  (Multicolor),3.9,Women,Flipkart,499,120.0,12.0,62.0,22.0,11.0,12,13.0,0,False,juti
Women Beige Heels Sandal,4.0,Women,Flipkart,2699,11.0,3.0,8.0,0.0,0.0,1,2.0,0,False,sandal
"Running Shoes Running Shoes For Men  (Black, White)",3.9,Men,Flipkart,999,68.0,5.0,35.0,12.0,8.0,5,8.0,0,False,shoe
Women Black Heels Sandal,4.0,Women,Flipkart,699,11851.0,1886.0,5570.0,3027.0,1563.0,625,1066.0,1,False,sandal
Running Shoes For Men  (Grey),3.7,Men,Flipkart,999,20707.0,2524.0,9887.0,2920.0,2602.0,1666,3632.0,1,False,shoe
"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Bellies For Women  (Multicolor)",3.8,Women,Flipkart,499,160.0,22.0,80.0,28.0,18.0,9,25.0,0,False,bellie
Women Tan Flats Sandal,4.1,Women,Flipkart,799,37.0,7.0,18.0,12.0,3.0,1,3.0,1,False,sandal
Bellies For Women  (Black),3.6,Women,Flipkart,999,2207.0,306.0,972.0,343.0,301.0,199,392.0,0,False,bellie
Boots For Women  (Green),4.2,Women,Flipkart,999,6826.0,1208.0,3805.0,1530.0,750.0,254,483.0,0,False,boot
Women Black Wedges Sandal,4.3,Women,Flipkart,4499,47.0,7.0,27.0,11.0,6.0,2,1.0,1,False,sandal
Ethnic Multicolor jutti Bellies For Women  (Multicolor),4.1,Women,Flipkart,599,35.0,5.0,19.0,7.0,5.0,3,1.0,0,False,bellie
Boots For Women  (Black),4.5,Women,Flipkart,5299,88.0,17.0,57.0,22.0,5.0,0,4.0,0,False,boot
STORMER LS Running Shoes For Women  (Off White),4.2,Women,Flipkart,3999,102.0,13.0,58.0,23.0,9.0,3,5.0,1,False,shoe
Smiley Style Offcourt Slippe for Men (Slides) Flip Flops,4.0,Men,Flipkart,499,0.0,1.0,10.0,5.0,1.0,1,3.0,1,False,flip
"Boots For Women  (Multicolor, Black)",3.9,Women,Flipkart,499,291.0,48.0,156.0,49.0,29.0,24,33.0,0,False,boot
Go Run 600-Spectra Running Shoes For Women  (Grey),4.3,Women,Flipkart,5299,266.0,38.0,165.0,58.0,22.0,8,13.0,1,False,shoe
EL0040RD Boots For Women  (Red),4.1,Women,Flipkart,2290,249.0,48.0,122.0,67.0,31.0,10,19.0,1,False,boot
"Women Purple, Navy Sports Sandal",4.1,Women,Flipkart,799,1892.0,293.0,971.0,506.0,208.0,75,132.0,1,False,sandal
Jutis For Men  (Brown),3.5,Men,Flipkart,999,0.0,0.0,24.0,12.0,3.0,2,7.0,0,False,juti
New Stylish Running Shoes For Men  (Black),3.6,Men,Flipkart,999,417.0,42.0,204.0,46.0,44.0,31,92.0,1,False,shoe
Oxford Office wear Shoes Oxford For Men  (Black),3.9,Men,Flipkart,699,0.0,67.0,300.0,150.0,79.0,25,46.0,1,False,shoe
Women Casual & Running Shoes Combo Pack of 2 Sneakers For Women  (Black),4.0,Women,Flipkart,798,3010.0,471.0,1353.0,777.0,475.0,191,214.0,1,True,sneaker
Flip Flops,4.2,Women,Flipkart,699,15.0,5.0,8.0,4.0,2.0,0,1.0,1,False,flip
"Women Beige, Brown, Burgundy Wedges Sandal",4.1,Women,Flipkart,1099,294.0,53.0,149.0,80.0,38.0,12,15.0,0,False,sandal
Men SFG-2084 Royal Blue Red Slippers,4.1,Men,Flipkart,299,446.0,76.0,237.0,99.0,49.0,26,35.0,1,False,slipper
Women SL-123 Magenta Baby Pink Walking Shoes For Women  (Red),4.3,Women,Flipkart,899,8998.0,1321.0,5182.0,2559.0,681.0,200,376.0,1,False,shoe
Slides,4.0,Men,Flipkart,599,536.0,78.0,289.0,111.0,51.0,34,51.0,1,False,other
Ankle Length Stylish Boots For Men  (White),3.9,Men,Flipkart,999,1687.0,247.0,873.0,277.0,192.0,120,225.0,1,False,boot
ZRT049 walking shoes Walking Shoes For Men  (Black),4.1,Men,Flipkart,999,803.0,112.0,473.0,122.0,80.0,44,84.0,1,False,shoe
Men Hawaii Flip Flops,3.7,Men,Flipkart,499,13697.0,1813.0,6199.0,2605.0,1895.0,1075,1923.0,1,False,flip
Women Maroon Wedges Sandal,3.9,Women,Flipkart,499,16.0,3.0,9.0,3.0,0.0,1,3.0,0,False,sandal
Women Fur Slipper Girls casual house Flip Flops Black Slippers,3.8,Women,Flipkart,759,181.0,21.0,126.0,8.0,20.0,18,20.0,0,False,casual
Mojaris For Men  (Gold),3.7,Men,Flipkart,999,7.0,1.0,3.0,2.0,0.0,1,1.0,0,False,mojaris
Women's/Girls Trendy Fashionable Lightweight Comfortable shoe Sneakers For Women  (White),4.2,Women,Flipkart,999,2559.0,350.0,1412.0,658.0,273.0,86,130.0,1,False,sneaker
Women Black Heels Sandal,4.0,Women,Flipkart,499,8262.0,1364.0,4030.0,1847.0,1122.0,485,778.0,0,False,sandal
Stylish Boots For Women  (Pink),4.0,Women,Flipkart,1151,55.0,9.0,49.0,11.0,4.0,4,8.0,0,False,boot
Men Green Sandal,4.0,Men,Flipkart,2695,436.0,34.0,216.0,104.0,48.0,20,48.0,1,False,sandal
Women Copper Flats Sandal,4.2,Women,Flipkart,999,530.0,69.0,317.0,101.0,55.0,22,37.0,1,False,sandal
Men's Fashion Lace-Ups Shoes for Man Formal Dress Shoes for Man Oxford For Men  (Bronze),4.2,Men,Flipkart,999,416.0,56.0,234.0,87.0,48.0,21,26.0,0,False,shoe
Sparx Women SL-138 Casual Shoes,3.8,Women,Amazon,593,17.0,7.0,14.0,9.0,12.0,13,52.0,0,False,shoe
Party Wear For Men  (Black),4.0,Men,Flipkart,999,2197.0,273.0,1173.0,384.0,263.0,121,256.0,1,False,other
Slippers,3.8,Women,Flipkart,999,190.0,21.0,93.0,34.0,25.0,15,23.0,0,False,slipper
Slip On For Men  (Black),3.7,Men,Flipkart,1799,344.0,44.0,126.0,96.0,65.0,20,37.0,1,False,other
Women Black Heels Sandal,4.1,Women,Flipkart,1499,1100.0,165.0,584.0,258.0,143.0,42,73.0,1,False,sandal
"Men's Stylish Loafers For Men  (Red, Black)",3.9,Men,Flipkart,499,4321.0,549.0,2289.0,623.0,567.0,257,585.0,0,False,other
Loafers For Men  (Tan),3.9,Men,Flipkart,999,3146.0,388.0,1652.0,546.0,386.0,190,372.0,1,False,other
STRIDE RUNNER LP Running Shoes For Men  (Grey),4.2,Men,Flipkart,2099,4618.0,588.0,2433.0,1267.0,501.0,166,251.0,1,False,shoe
Slippers,4.0,Women,Flipkart,556,2659.0,366.0,1303.0,611.0,348.0,145,251.0,1,False,slipper
Leather Design Stylish Look Boots Shoes Boots For Women  (Black),4.2,Women,Flipkart,1399,14908.0,2466.0,8671.0,3132.0,1586.0,575,944.0,1,False,boot
Combo Pack Of 5 Casual Shoes Canvas Shoes For Men  (Multicolor),4.1,Men,Flipkart,3999,16771.0,2132.0,9350.0,3196.0,2028.0,836,1361.0,1,True,shoe
LONG BOOT Boots For Women  (Black),4.6,Women,Flipkart,999,7.0,1.0,5.0,1.0,1.0,0,0.0,1,False,boot
Tan Formal Shoes Lace Up For Men  (Tan),3.9,Men,Flipkart,1922,445.0,73.0,222.0,40.0,25.0,33,2.0,0,False,shoe
Wired SlipOn Sneakers For Men  (Black),4.1,Men,Flipkart,2999,452.0,47.0,276.0,71.0,33.0,27,45.0,1,False,sneaker
Women Pink Bellies Sandal,3.9,Women,Flipkart,599,221.0,37.0,109.0,45.0,27.0,18,22.0,0,False,sandal
Cricket Shoes For Men  (White),4.1,Men,Flipkart,1699,288.0,45.0,154.0,69.0,31.0,11,23.0,1,False,shoe
Women Black Heels Sandal,4.4,Women,Flipkart,999,51.0,9.0,28.0,15.0,7.0,0,1.0,1,False,sandal
Men Brown Casual Sandal,4.1,Men,Flipkart,799,223.0,33.0,113.0,61.0,28.0,6,15.0,1,False,sandal
Women Beige Heels Sandal,4.0,Women,Flipkart,841,314.0,29.0,89.0,70.0,31.0,19,33.0,0,False,sandal
Training & Gym Shoes For Women  (Black),4.1,Women,Flipkart,2499,37.0,8.0,19.0,7.0,6.0,2,2.0,1,False,shoe
Women SL-123 Magenta Baby Pink Walking Shoes For Women  (Red),4.3,Women,Flipkart,899,8998.0,1321.0,5182.0,2559.0,681.0,200,376.0,1,False,shoe
Women Casual Boots For Women  (Black),4.2,Women,Flipkart,999,6826.0,1208.0,3807.0,1530.0,752.0,254,483.0,1,False,boot
Women Maroon Flats Sandal,4.1,Women,Flipkart,499,1631.0,243.0,932.0,273.0,183.0,91,152.0,0,False,sandal
Men Yellow Sandal,4.0,Men,Flipkart,899,603.0,77.0,310.0,115.0,91.0,36,51.0,0,False,sandal
Men White Sandal,3.9,Men,Flipkart,1052,15178.0,1895.0,7157.0,2593.0,503.0,329,1451.0,1,False,sandal
Women White Heels Sandal,3.8,Women,Flipkart,999,81.0,19.0,40.0,15.0,9.0,6,11.0,1,False,sandal
Welcome Pure Women'S Leather Sliper Brown Uk-5 Slippers,4.1,Women,Flipkart,499,3067.0,470.0,1591.0,695.0,387.0,135,259.0,1,False,slipper
Bacca Bucci Men's Sneaker,3.7,Men,Amazon,999,441.0,212.0,16.0,6.0,12.0,23,44.0,1,False,sneaker
Women Multicolor Heels Sandal,3.9,Women,Flipkart,799,183.0,25.0,96.0,34.0,20.0,10,23.0,0,False,sandal
JESSICA Running Shoes For Women  (Purple),4.2,Women,Flipkart,899,531.0,75.0,301.0,138.0,44.0,18,30.0,0,False,shoe
Sparx Men's Sc0162g Sneakers,4.0,Men,Amazon,1261,228.0,126.0,12.0,3.0,9.0,14,39.0,1,False,sneaker
499 Outdoors Mesh Lace-Ups Smart Casuals Shoes Outdoors For Men  (Grey),3.7,Men,Flipkart,799,3389.0,317.0,1752.0,409.0,385.0,289,554.0,1,False,shoe
Women Gold Wedges Sandal,3.7,Women,Flipkart,2995,3.0,1.0,1.0,0.0,2.0,0,0.0,0,False,sandal
Perfect Stylish Girls High Ankel Boots For Women Boots For Women  (Black),4.6,Women,Flipkart,999,10.0,4.0,7.0,2.0,1.0,0,0.0,0,False,boot
Men Black Sandal,4.1,Men,Flipkart,1111,101.0,16.0,71.0,26.0,11.0,3,6.0,1,False,sandal
DURAMO LITE 2.0 Running Shoes For Women  (White),4.0,Women,Flipkart,4799,78.0,8.0,41.0,17.0,3.0,7,8.0,1,False,shoe
Women Tan Wedges Sandal,4.3,Women,Flipkart,999,199.0,24.0,118.0,48.0,19.0,5,8.0,1,False,sandal
Women Beige Flats Sandal,3.8,Women,Flipkart,549,0.0,115.0,646.0,323.0,136.0,70,117.0,1,False,sandal
"Women Grey, Red Sports Sandal",4.4,Men,Flipkart,849,0.0,0.0,139.0,28.0,11.0,6,11.0,1,False,sandal
"Sports shoes,Running,partywear,gym shoes Casuals For Men  (Yellow)",3.9,Men,Flipkart,999,787.0,82.0,413.0,113.0,99.0,68,94.0,1,False,shoe
High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,999,3.0,0.0,2.0,1.0,0.0,0,0.0,1,False,sneaker
Women Black Heels Sandal,3.9,Women,Flipkart,999,131.0,25.0,60.0,33.0,20.0,5,13.0,0,False,sandal
Women Yellow Heels Sandal,3.7,Women,Flipkart,699,877.0,123.0,378.0,195.0,119.0,58,122.0,0,False,sandal
"Men's|Boy's Trendy Comfortable Partywear, Casual wear Loafers Loafers For Men  (Black)",4.2,Men,Flipkart,999,0.0,0.0,631.0,228.0,114.0,35,79.0,1,False,casual
"Women's Casuals Shoes,Walking Shoes Mesh Sports Shoes Casuals For Women  (Blue)",4.1,Women,Flipkart,499,676.0,98.0,381.0,120.0,82.0,44,51.0,0,False,shoe
Women Black Flats Sandal,4.0,Women,Flipkart,999,577.0,60.0,314.0,117.0,55.0,36,55.0,1,False,sandal
Stylish & Comfortable Mesh Shoes With Lace and AirMix Sole for Gyming/ Sports/ Casual/ Sneakers/ Walking/ Training Training & Gym Shoes For Men  (Multicolor),4.0,Men,Flipkart,1599,34.0,7.0,21.0,4.0,3.0,1,5.0,1,False,sneaker
Walking Shoes For Men  (White),4.0,Men,Flipkart,1699,270.0,44.0,151.0,48.0,26.0,9,36.0,1,False,shoe
WILLY-2 Bellies For Women  (Red),3.3,Women,Flipkart,499,44.0,3.0,11.0,14.0,4.0,6,9.0,1,False,bellie
Jutis For Women  (Red),4.0,Women,Flipkart,499,50.0,3.0,28.0,8.0,7.0,2,5.0,1,False,juti
Men SM-299 Blue Slip On Sneakers For Men  (Blue),4.1,Men,Flipkart,999,2117.0,335.0,1118.0,513.0,226.0,85,175.0,1,False,sneaker
"Women SL-152 Black Red Walking Shoes For Women  (Black, Red)",4.3,Women,Flipkart,999,701.0,93.0,401.0,195.0,60.0,18,27.0,1,False,shoe
Leather Design Stylish Look Boots Shoes Boots For Women  (White),4.2,Women,Flipkart,1399,14908.0,2466.0,8671.0,3132.0,1586.0,575,944.0,1,False,boot
Men Blue Sandal,4.4,Men,Flipkart,399,39.0,3.0,24.0,8.0,6.0,1,0.0,1,False,sandal
Women Tan Wedges Sandal,4.0,Women,Flipkart,1099,304.0,50.0,154.0,65.0,41.0,15,29.0,1,False,sandal
FOOT TRECK Men's Black Formal Everyday Wear Men's Synthetic Slip-On Shoe Slip On For Men  (Black),4.2,Men,Flipkart,1299,77.0,15.0,46.0,12.0,11.0,4,4.0,0,False,shoe
Bellies For Women  (Red),3.9,Women,Flipkart,999,98.0,11.0,45.0,24.0,12.0,4,13.0,0,False,bellie
ZOE PLUS Casuals For Women  (Grey),3.9,Women,Flipkart,649,44.0,4.0,24.0,6.0,4.0,1,8.0,1,False,casual
Boots For Women  (Green),4.5,Women,Flipkart,5495,26.0,4.0,16.0,8.0,2.0,0,0.0,0,False,boot
Men Black Sandal,3.9,Men,Flipkart,1099,696.0,95.0,332.0,145.0,93.0,61,65.0,0,False,sandal
Jutis For Women  (Maroon),3.9,Women,Flipkart,599,26.0,5.0,12.0,7.0,2.0,3,2.0,0,False,juti
"Century-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sport shoes for men | Lace up Lightweight navy for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Navy, Blue)",4.1,Men,Flipkart,999,11594.0,1845.0,5888.0,2964.0,1358.0,510,874.0,0,False,shoe
"Lightweight Combo Pack of 02 Trendy Sneakers Casuals For Men's (Red, Yellow) Sneakers For Men  (Red, Yellow)",3.9,Men,Flipkart,998,1961.0,233.0,1059.0,289.0,235.0,150,228.0,1,True,sneaker
Flip Flops,4.0,Men,Flipkart,999,416.0,43.0,224.0,71.0,52.0,26,43.0,0,False,flip
FLEX-O-ASTRO Training & Gym Shoes For Men  (Black),4.2,Men,Flipkart,3999,98.0,15.0,54.0,26.0,7.0,1,10.0,1,False,shoe
Lace Up For Women  (Tan),4.7,Women,Flipkart,999,3.0,1.0,2.0,1.0,0.0,0,0.0,0,False,other
"Persache Boxer Comfortable Light Wieght Casual, Sneaker & Loafer Shoes, Walking Shoes For Men Sneakers For Men  (Black)",3.4,Men,Flipkart,499,0.0,15.0,112.0,56.0,28.0,12,16.0,0,False,sneaker
Women Tan Bellies Sandal,4.4,Women,Flipkart,1299,49.0,9.0,33.0,10.0,5.0,0,3.0,1,False,sandal
Bellies For Women  (Pink),3.9,Women,Flipkart,599,319.0,54.0,162.0,49.0,46.0,21,39.0,0,False,bellie
"Tan Punjabi juti with premium quality leather and TPR sole  Jutis For Men  (Tan, Brown)",4.7,Men,Flipkart,1399,3.0,0.0,2.0,1.0,0.0,0,0.0,1,False,juti
Women Brown Heels Sandal,3.8,Women,Flipkart,999,114.0,17.0,57.0,19.0,14.0,11,13.0,1,False,sandal
Women Grey Flats Sandal,4.2,Women,Flipkart,799,3731.0,521.0,1993.0,935.0,419.0,151,233.0,0,False,sandal
Slip On For Men  (Multicolor),4.1,Men,Flipkart,2999,45.0,9.0,23.0,11.0,6.0,2,3.0,0,False,other
Women Black Wedges Sandal,3.3,Women,Flipkart,449,139.0,18.0,54.0,15.0,20.0,14,36.0,0,False,sandal
Slippers,3.9,Women,Flipkart,499,1615.0,190.0,784.0,327.0,216.0,114,174.0,1,False,slipper
Women Pink Flats Sandal,4.1,Women,Flipkart,599,363.0,47.0,193.0,84.0,39.0,20,27.0,1,False,sandal
Perfect Stylish Girls Casual Shoes Sneakers For Women  (Grey),4.0,Women,Flipkart,499,5380.0,822.0,2755.0,1103.0,696.0,311,515.0,1,False,sneaker
"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Jutis For Women  (Black)",4.0,Women,Flipkart,499,48.0,4.0,26.0,9.0,4.0,4,5.0,0,False,shoe
Loafers For Men  (Black),3.9,Men,Flipkart,999,3147.0,388.0,1652.0,547.0,386.0,190,372.0,1,False,other
HONOR Running Shoes For Men  (Black),4.0,Men,Flipkart,1699,626.0,90.0,334.0,120.0,74.0,23,75.0,1,False,shoe
Girls Stylish Cut Work Design trending shoes Sneakers For Women  (White),3.8,Women,Flipkart,499,66.0,7.0,33.0,15.0,5.0,5,10.0,1,False,sneaker
Loafers For Men  (Tan),3.7,Men,Flipkart,1299,6021.0,636.0,2528.0,1387.0,900.0,411,795.0,1,False,other
Slippers,3.6,Men,Flipkart,349,16141.0,1926.0,6538.0,2868.0,2580.0,1442,2713.0,0,False,slipper
"Men Brown, Tan Casual Sandal",3.8,Men,Flipkart,2499,245.0,35.0,116.0,53.0,30.0,14,32.0,0,False,sandal
Women Black Wedges Sandal,3.8,Women,Flipkart,499,3639.0,373.0,1652.0,802.0,523.0,267,395.0,0,False,sandal
Women White Wedges Sandal,4.3,Women,Flipkart,999,49.0,10.0,31.0,8.0,4.0,4,2.0,0,False,sandal
Windster GU IDP Flip Flops,4.4,Men,Flipkart,1399,1032.0,94.0,0.0,0.0,0.0,0,0.0,1,False,flip
Lynda Casuals For Women  (White),4.2,Women,Flipkart,1699,63.0,12.0,41.0,10.0,3.0,4,5.0,0,False,casual
Women Blue Wedges Sandal,3.9,Women,Flipkart,899,72.0,7.0,38.0,13.0,11.0,6,7.0,0,False,sandal
Women Flat partywear Jutti Bellies For Women  (Yellow),4.3,Women,Flipkart,699,21.0,4.0,15.0,2.0,0.0,3,1.0,0,False,bellie
Slippers,3.7,Women,Flipkart,999,532.0,79.0,237.0,102.0,70.0,50,73.0,1,False,slipper
"Combo Pack of 5 Casual Shoes Sneakers, Loafers Sneakers For Men  (Multicolor)",4.0,Men,Flipkart,2495,2044.0,292.0,1142.0,343.0,243.0,110,206.0,1,True,sneaker
Men's Brown Traditional Half Shoes Jutti/nagra Mule Slip On For Men  (Brown),4.2,Men,Flipkart,1299,82.0,11.0,44.0,19.0,13.0,3,3.0,0,False,shoe
SFG-14 Slippers,4.2,Men,Flipkart,329,18122.0,2306.0,9932.0,4623.0,1962.0,694,911.0,1,False,slipper
Slides,4.2,Women,Flipkart,499,379.0,57.0,196.0,96.0,61.0,8,18.0,1,False,other
Women Copper Flats Sandal,4.0,Women,Flipkart,999,577.0,60.0,314.0,117.0,55.0,36,55.0,1,False,sandal
Walking Shoes For Women  (Blue),4.2,Women,Flipkart,799,21.0,7.0,14.0,2.0,1.0,3,1.0,1,False,shoe
Women Black Flats Sandal,4.4,Women,Flipkart,499,20.0,1.0,13.0,4.0,2.0,1,0.0,1,False,sandal
Women Pink Wedges Sandal,4.2,Women,Flipkart,259,230.0,38.0,136.0,44.0,26.0,11,13.0,1,False,sandal
Women Pink Bellies Sandal,4.0,Women,Flipkart,999,906.0,159.0,448.0,217.0,136.0,43,62.0,1,False,sandal
Women Yellow Heels Sandal,4.1,Women,Flipkart,1690,93.0,23.0,68.0,45.0,7.0,2,11.0,1,False,sandal
"Women's/Ladies/Female/Girls Lightweight Comfortable, Casualwear Black High Ankle Length Lace-Up Boots Boots For Women Boots For Women  (Maroon)",4.4,Women,Flipkart,999,5.0,0.0,3.0,1.0,1.0,0,0.0,0,False,boot
Men Black Sandal,3.7,Men,Flipkart,999,9738.0,1467.0,4084.0,2004.0,1594.0,723,1333.0,0,False,sandal
Voyager 1.0 Running Shoes For Men  (Grey),4.2,Men,Flipkart,2499,1289.0,191.0,722.0,303.0,141.0,47,76.0,1,False,shoe
Bellies For Women  (Grey),4.2,Women,Flipkart,1299,115.0,21.0,66.0,26.0,13.0,3,7.0,1,False,bellie
Jutis For Women  (Pink),3.3,Women,Flipkart,999,4.0,0.0,1.0,0.0,2.0,1,0.0,0,False,juti
"Combo pack of 2, casual, sneaker shoes for men For Men  (Multicolor)",3.6,Men,Flipkart,998,24420.0,2783.0,11438.0,3155.0,3005.0,2330,4492.0,1,True,sneaker
Smash Wns v2 L Perf Sneakers For Women  (Off White),4.5,Women,Flipkart,3999,64.0,3.0,45.0,11.0,5.0,1,2.0,1,False,sneaker
Training & Gym Shoes For Men  (Black),3.8,Men,Flipkart,1999,440.0,41.0,227.0,67.0,50.0,34,62.0,0,False,shoe
Men Brown Sandal,3.9,Men,Flipkart,2699,218.0,30.0,99.0,54.0,27.0,16,22.0,0,False,sandal
Optimal Flexibility Training & Gym Shoes For Men  (White),3.8,Men,Flipkart,999,426.0,49.0,225.0,64.0,48.0,23,66.0,0,False,shoe
daily wear bellies Bellies For Women  (Blue),2.0,Women,Flipkart,999,3.0,0.0,0.0,0.0,1.0,1,1.0,0,False,bellie
Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Jutis For Women  (Tan),3.9,Women,Flipkart,499,2598.0,367.0,1291.0,518.0,317.0,190,282.0,0,False,juti
Derby For Men  (Tan),3.9,Men,Flipkart,3999,20.0,4.0,9.0,5.0,3.0,1,2.0,1,False,other
Slides,4.2,Women,Flipkart,499,154.0,17.0,88.0,33.0,15.0,6,9.0,0,False,other
Slippers,4.2,Women,Flipkart,799,2144.0,276.0,1206.0,521.0,241.0,87,89.0,0,False,slipper
Bellies For Women  (Tan),4.1,Women,Flipkart,999,575.0,67.0,284.0,169.0,64.0,32,24.0,1,False,bellie
"Walking Shoes,Gym Shoes,Sports Shoes,Training Shoes,Motosports shoes, Walking Shoes For Men  (Blue, Black)",4.0,Men,Flipkart,999,14736.0,2244.0,7465.0,3413.0,1840.0,684,1334.0,1,False,shoe
